api,hsm_capacity,num_signatures,kmip_batch_count,time,threaded
rest,10000,1000,,22.782539295993047,False
kmip,20000,1000,10,2.8892058139899746,False
grpc,10000,1000,,4.853780778008513,False
grpc,100,1000,,13.570309439004632,False
grpc,100,1000,,13.681430907017784,False
kmip,1000,1000,100,3.665960274025565,False
kmip,1000,1000,10,4.0489317729952745,False
rest,1000,1000,,25.94137903599767,False
kmip,5000,1000,10,3.3558999329979997,False
kmip,5000,1000,100,2.5493547990045045,False
grpc,20000,1000,,5.509823350002989,False
grpc,1000,1000,,5.510388981987489,False
rest,100,1000,,28.63339365099091,False
kmip,10000,1000,10,3.0808143109898083,False
kmip,10000,1000,100,2.4354408890067134,False
kmip,1000,1000,1,69.23063943599118,False
grpc,5000,1000,,5.705681447987445,False
kmip,20000,1000,1,68.39165895798942,False
grpc,10000,1000,,4.659718254988547,False
kmip,5000,1000,1,67.9787155239901,False
rest,5000,1000,,24.615271198999835,False
kmip,100,1000,10,12.862484346987912,False
kmip,20000,1000,100,2.4439126219949685,False
kmip,100,1000,1,65.46957314101746,False
rest,20000,1000,,23.06940145700355,False
kmip,100,1000,100,12.327542610000819,False
kmip,10000,1000,1,67.78122158901533,False
rest,10000,1000,,23.601483891980024,False
kmip,20000,1000,10,5.533213716989849,False
rest,20000,1000,,23.558317306014942,False
kmip,100,1000,100,12.186618559004273,False
rest,1000,1000,,25.237388058012584,False
rest,10000,1000,,24.797132072009845,False
rest,5000,1000,,21.26223887098604,False
kmip,5000,1000,1,63.01457082698471,False
kmip,10000,1000,10,3.515217512001982,False
kmip,20000,1000,10,2.9798737700039055,False
kmip,20000,1000,100,2.137770488014212,False
kmip,1000,1000,1,67.76550133901765,False
grpc,100,1000,,13.599645189999137,False
kmip,10000,1000,100,2.525101890991209,False
kmip,100,1000,1,62.857990695978515,False
kmip,1000,1000,10,3.8840216060052626,False
grpc,5000,1000,,4.789615801011678,False
grpc,20000,1000,,4.343867340008728,False
grpc,10000,1000,,4.605154124001274,False
kmip,20000,1000,1,64.03749747900292,False
rest,100,1000,,28.892345528991427,False
grpc,1000,1000,,5.013104289013427,False
kmip,1000,1000,100,3.1669467109895777,False
kmip,5000,1000,100,2.4083916019881144,False
kmip,100,1000,10,13.41213860901189,False
kmip,5000,1000,10,3.517413071007468,False
kmip,10000,1000,1,65.05406572698848,False
